Carrier,orig_port_cd,dest_port_cd,minm_wgh_qty,max_wgh_qty,svc_cd,minimum_cost,rate,mode_dsc,tpt_day_cnt,Carrier_type
V444_4,PORT02,PORT09,73.51,74.00,DTD,11.13,4.13,AIR   ,1,V888888883_1
V444_4,PORT02,PORT09,74.01,74.50,DTD,11.16,6.16,AIR   ,1,V888888883_1
V444_4,PORT02,PORT09,74.51,75.00,DTD,11.20,3.20,AIR   ,1,V888888883_1
V444_4,PORT02,PORT09,75.01,99999.99,DTD,11.22,0.10,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,0.00,0.50,DTD,1.40,0.40,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,0.51,1.00,DTD,1.44,0.44,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,1.01,1.50,DTD,1.49,0.49,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,1.51,2.00,DTD,1.54,0.54,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,2.01,2.50,DTD,1.59,0.59,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,2.51,3.00,DTD,1.64,0.64,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,3.01,3.50,DTD,1.69,0.69,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,3.51,4.00,DTD,1.74,0.74,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,4.01,4.50,DTD,1.78,0.78,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,4.51,5.00,DTD,1.83,0.83,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,5.01,5.50,DTD,1.85,0.85,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,5.51,6.00,DTD,1.86,0.86,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,6.01,6.50,DTD,1.88,0.88,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,6.51,7.00,DTD,1.89,0.89,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,7.01,7.50,DTD,1.91,0.91,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,7.51,8.00,DTD,1.93,0.93,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,8.01,8.50,DTD,1.94,0.94,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,8.51,9.00,DTD,1.96,0.96,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,9.01,9.50,DTD,1.97,0.97,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,9.51,10.00,DTD,1.99,0.99,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,10.01,10.50,DTD,1.99,0.99,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,10.51,11.00,DTD,3.00,1.00,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,11.01,11.50,DTD,3.01,1.01,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,11.51,12.00,DTD,3.02,1.02,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,12.01,12.50,DTD,3.02,1.02,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,12.51,13.00,DTD,3.03,1.03,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,13.01,13.50,DTD,3.04,1.04,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,13.51,14.00,DTD,3.04,1.04,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,14.01,14.50,DTD,3.05,1.05,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,14.51,15.00,DTD,3.06,1.06,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,15.01,15.50,DTD,3.07,1.07,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,15.51,16.00,DTD,3.08,1.08,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,16.01,16.50,DTD,3.10,1.10,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,16.51,17.00,DTD,3.11,1.11,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,17.01,17.50,DTD,3.13,1.13,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,17.51,18.00,DTD,3.14,1.14,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,18.01,18.50,DTD,3.15,1.15,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,18.51,19.00,DTD,3.17,1.17,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,19.01,19.50,DTD,3.18,1.18,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,19.51,20.00,DTD,3.20,1.20,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,20.01,20.50,DTD,3.21,1.21,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,20.51,21.00,DTD,3.22,1.22,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,21.01,21.50,DTD,3.24,1.24,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,21.51,22.00,DTD,3.25,1.25,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,22.01,22.50,DTD,3.27,1.27,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,22.51,23.00,DTD,3.28,1.28,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,23.01,23.50,DTD,3.29,1.29,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,23.51,24.00,DTD,3.31,1.31,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,24.01,24.50,DTD,3.32,1.32,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,24.51,25.00,DTD,3.34,1.34,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,25.01,25.50,DTD,3.38,1.38,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,25.51,26.00,DTD,3.43,1.43,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,26.01,26.50,DTD,3.48,1.48,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,26.51,27.00,DTD,3.53,1.53,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,27.01,27.50,DTD,3.58,1.58,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,27.51,28.00,DTD,3.63,1.63,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,28.01,28.50,DTD,3.68,1.68,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,28.51,29.00,DTD,3.73,1.73,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,29.01,29.50,DTD,3.78,1.78,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,29.51,30.00,DTD,3.82,1.82,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,30.01,30.50,DTD,3.87,1.87,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,30.51,31.00,DTD,3.92,1.92,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,31.01,31.50,DTD,3.97,1.97,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,31.51,32.00,DTD,5.02,1.02,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,32.01,32.50,DTD,5.07,3.07,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,32.51,33.00,DTD,5.12,2.12,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,33.01,33.50,DTD,5.17,3.17,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,33.51,34.00,DTD,5.21,3.21,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,34.01,34.50,DTD,5.26,2.26,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,34.51,35.00,DTD,5.31,1.31,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,35.01,35.50,DTD,5.36,3.36,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,35.51,36.00,DTD,5.41,1.41,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,36.01,36.50,DTD,5.46,2.46,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,36.51,37.00,DTD,5.51,1.51,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,37.01,37.50,DTD,5.56,2.56,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,37.51,38.00,DTD,5.60,3.60,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,38.01,38.50,DTD,5.65,1.65,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,38.51,39.00,DTD,5.70,2.70,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,39.01,39.50,DTD,5.75,2.75,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,39.51,40.00,DTD,5.80,3.80,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,40.01,40.50,DTD,5.85,3.85,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,40.51,41.00,DTD,5.90,1.90,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,41.01,41.50,DTD,5.95,1.95,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,41.51,42.00,DTD,6.00,2.00,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,42.01,42.50,DTD,7.04,4.04,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,42.51,43.00,DTD,7.09,2.09,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,43.01,43.50,DTD,7.14,3.14,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,43.51,44.00,DTD,7.19,4.19,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,44.01,44.50,DTD,7.24,4.24,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,44.51,45.00,DTD,7.29,2.29,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,45.01,45.50,DTD,7.33,3.33,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,45.51,46.00,DTD,7.37,3.37,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,46.01,46.50,DTD,7.41,4.41,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,46.51,47.00,DTD,7.45,3.45,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,47.01,47.50,DTD,7.49,4.49,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,47.51,48.00,DTD,7.53,4.53,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,48.01,48.50,DTD,7.57,2.57,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,48.51,49.00,DTD,7.60,3.60,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,49.01,49.50,DTD,7.64,2.64,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,49.51,50.00,DTD,7.68,4.68,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,50.01,50.50,DTD,7.72,4.72,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,50.51,51.00,DTD,7.76,3.76,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,51.01,51.50,DTD,7.80,4.80,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,51.51,52.00,DTD,7.84,4.84,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,52.01,52.50,DTD,7.88,4.88,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,52.51,53.00,DTD,7.92,2.92,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,53.01,53.50,DTD,7.96,4.96,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,53.51,54.00,DTD,9.00,5.00,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,54.01,54.50,DTD,9.04,3.04,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,54.51,55.00,DTD,9.08,6.08,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,55.01,55.50,DTD,9.12,5.12,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,55.51,56.00,DTD,9.16,2.16,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,56.01,56.50,DTD,9.20,6.20,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,56.51,57.00,DTD,9.24,6.24,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,57.01,57.50,DTD,9.28,6.28,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,57.51,58.00,DTD,9.32,3.32,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,58.01,58.50,DTD,9.36,4.36,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,58.51,59.00,DTD,9.40,5.40,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,59.01,59.50,DTD,9.44,5.44,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,59.51,60.00,DTD,9.48,5.48,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,60.01,60.50,DTD,9.52,6.52,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,60.51,61.00,DTD,9.56,6.56,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,61.01,61.50,DTD,9.59,6.59,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,61.51,62.00,DTD,9.63,5.63,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,62.01,62.50,DTD,9.67,5.67,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,62.51,63.00,DTD,9.71,4.71,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,63.01,63.50,DTD,9.75,3.75,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,63.51,64.00,DTD,9.79,4.79,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,64.01,64.50,DTD,9.83,2.83,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,64.51,65.00,DTD,9.87,3.87,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,65.01,65.50,DTD,9.91,5.91,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,65.51,66.00,DTD,9.95,2.95,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,66.01,66.50,DTD,9.99,2.99,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,66.51,67.00,DTD,11.03,4.03,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,67.01,67.50,DTD,11.07,6.07,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,67.51,68.00,DTD,11.11,6.11,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,68.01,68.50,DTD,11.15,7.15,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,68.51,69.00,DTD,11.19,5.19,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,69.01,69.50,DTD,11.23,7.23,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,69.51,70.00,DTD,11.27,4.27,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,70.01,70.50,DTD,11.31,6.31,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,70.51,71.00,DTD,11.35,4.35,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,71.01,71.50,DTD,11.39,3.39,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,71.51,72.00,DTD,11.43,4.43,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,72.01,72.50,DTD,11.47,4.47,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,72.51,73.00,DTD,11.51,7.51,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,73.01,73.50,DTD,11.55,4.55,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,73.51,74.00,DTD,11.58,6.58,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,74.01,74.50,DTD,11.62,7.62,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,74.51,75.00,DTD,11.66,7.66,AIR   ,1,V888888883_1
V444_4,PORT04,PORT09,75.01,99999.99,DTD,11.70,0.10,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,0.00,0.50,DTD,1.56,0.56,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,0.51,1.00,DTD,1.63,0.63,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,1.01,1.50,DTD,1.70,0.70,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,1.51,2.00,DTD,1.77,0.77,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,2.01,2.50,DTD,1.84,0.84,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,2.51,3.00,DTD,1.91,0.91,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,3.01,3.50,DTD,1.98,0.98,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,3.51,4.00,DTD,3.05,1.05,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,4.01,4.50,DTD,3.12,1.12,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,4.51,5.00,DTD,3.19,1.19,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,5.01,5.50,DTD,3.21,1.21,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,5.51,6.00,DTD,3.23,1.23,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,6.01,6.50,DTD,3.26,1.26,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,6.51,7.00,DTD,3.28,1.28,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,7.01,7.50,DTD,3.30,1.30,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,7.51,8.00,DTD,3.32,1.32,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,8.01,8.50,DTD,3.34,1.34,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,8.51,9.00,DTD,3.37,1.37,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,9.01,9.50,DTD,3.39,1.39,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,9.51,10.00,DTD,3.41,1.41,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,10.01,10.50,DTD,3.42,1.42,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,10.51,11.00,DTD,3.43,1.43,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,11.01,11.50,DTD,3.44,1.44,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,11.51,12.00,DTD,3.45,1.45,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,12.01,12.50,DTD,3.46,1.46,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,12.51,13.00,DTD,3.47,1.47,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,13.01,13.50,DTD,3.48,1.48,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,13.51,14.00,DTD,3.49,1.49,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,14.01,14.50,DTD,3.50,1.50,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,14.51,15.00,DTD,3.51,1.51,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,15.01,15.50,DTD,3.53,1.53,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,15.51,16.00,DTD,3.55,1.55,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,16.01,16.50,DTD,3.57,1.57,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,16.51,17.00,DTD,3.59,1.59,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,17.01,17.50,DTD,3.61,1.61,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,17.51,18.00,DTD,3.63,1.63,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,18.01,18.50,DTD,3.65,1.65,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,18.51,19.00,DTD,3.67,1.67,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,19.01,19.50,DTD,3.69,1.69,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,19.51,20.00,DTD,3.71,1.71,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,20.01,20.50,DTD,3.73,1.73,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,20.51,21.00,DTD,3.75,1.75,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,21.01,21.50,DTD,3.77,1.77,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,21.51,22.00,DTD,3.79,1.79,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,22.01,22.50,DTD,3.81,1.81,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,22.51,23.00,DTD,3.83,1.83,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,23.01,23.50,DTD,3.85,1.85,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,23.51,24.00,DTD,3.87,1.87,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,24.01,24.50,DTD,3.89,1.89,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,24.51,25.00,DTD,3.91,1.91,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,25.01,25.50,DTD,3.98,1.98,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,25.51,26.00,DTD,5.05,2.05,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,26.01,26.50,DTD,5.12,2.12,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,26.51,27.00,DTD,5.19,2.19,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,27.01,27.50,DTD,5.26,3.26,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,27.51,28.00,DTD,5.33,2.33,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,28.01,28.50,DTD,5.40,1.40,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,28.51,29.00,DTD,5.47,3.47,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,29.01,29.50,DTD,5.54,1.54,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,29.51,30.00,DTD,5.61,3.61,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,30.01,30.50,DTD,5.68,2.68,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,30.51,31.00,DTD,5.75,1.75,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,31.01,31.50,DTD,5.82,3.82,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,31.51,32.00,DTD,5.89,2.89,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,32.01,32.50,DTD,5.96,3.96,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,32.51,33.00,DTD,7.03,2.03,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,33.01,33.50,DTD,7.10,2.10,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,33.51,34.00,DTD,7.17,3.17,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,34.01,34.50,DTD,7.24,2.24,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,34.51,35.00,DTD,7.31,2.31,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,35.01,35.50,DTD,7.38,3.38,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,35.51,36.00,DTD,7.45,4.45,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,36.01,36.50,DTD,7.52,2.52,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,36.51,37.00,DTD,7.60,4.60,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,37.01,37.50,DTD,7.67,3.67,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,37.51,38.00,DTD,7.74,2.74,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,38.01,38.50,DTD,7.81,4.81,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,38.51,39.00,DTD,7.88,3.88,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,39.01,39.50,DTD,7.95,2.95,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,39.51,40.00,DTD,9.02,5.02,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,40.01,40.50,DTD,9.09,6.09,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,40.51,41.00,DTD,9.16,6.16,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,41.01,41.50,DTD,9.23,6.23,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,41.51,42.00,DTD,9.30,6.30,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,42.01,42.50,DTD,9.37,4.37,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,42.51,43.00,DTD,9.44,5.44,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,43.01,43.50,DTD,9.51,3.51,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,43.51,44.00,DTD,9.58,6.58,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,44.01,44.50,DTD,9.65,5.65,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,44.51,45.00,DTD,9.72,3.72,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,45.01,45.50,DTD,9.78,3.78,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,45.51,46.00,DTD,9.84,2.84,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,46.01,46.50,DTD,9.89,5.89,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,46.51,47.00,DTD,9.95,3.95,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,47.01,47.50,DTD,11.01,6.01,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,47.51,48.00,DTD,11.06,3.06,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,48.01,48.50,DTD,11.12,3.12,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,48.51,49.00,DTD,11.18,4.18,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,49.01,49.50,DTD,11.23,3.23,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,49.51,50.00,DTD,11.29,4.29,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,50.01,50.50,DTD,11.35,6.35,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,50.51,51.00,DTD,11.40,5.40,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,51.01,51.50,DTD,11.46,6.46,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,51.51,52.00,DTD,11.52,6.52,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,52.01,52.50,DTD,11.57,3.57,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,52.51,53.00,DTD,11.63,7.63,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,53.01,53.50,DTD,11.69,4.69,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,53.51,54.00,DTD,11.74,7.74,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,54.01,54.50,DTD,11.80,3.80,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,54.51,55.00,DTD,11.86,3.86,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,55.01,55.50,DTD,11.91,3.91,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,55.51,56.00,DTD,11.97,6.97,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,56.01,56.50,DTD,13.03,5.03,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,56.51,57.00,DTD,13.08,8.08,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,57.01,57.50,DTD,13.14,6.14,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,57.51,58.00,DTD,13.20,8.20,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,58.01,58.50,DTD,13.26,8.26,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,58.51,59.00,DTD,13.31,3.31,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,59.01,59.50,DTD,13.37,3.37,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,59.51,60.00,DTD,13.43,5.43,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,60.01,60.50,DTD,13.48,3.48,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,60.51,61.00,DTD,13.54,3.54,AIR   ,1,V888888883_1
V444_4,PORT05,PORT09,61.01,61.50,DTD,13.60,7.60,AIR   ,1,V888888883_1
